,level_0,Unnamed: 0,index,Symbol,Name,Market Cap,Sector
772,772,772.0,924.0,BXP,Boston Properties Inc. Common Stock,9308186213.0,Real Estate
773,773,773.0,925.0,BXRX,Baudax Bio Inc. Common Stock,4826915.0,Healthcare
774,774,774.0,926.0,BY,Byline Bancorp Inc. Common Stock,686685497.0,Financials
775,775,775.0,927.0,BYD,Boyd Gaming Corporation Common Stock,7037641409.0,Consumer Discretionary
776,776,776.0,928.0,BYFC,Broadway Financial Corporation Common Stock,68938750.0,Financials
777,777,777.0,929.0,BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,0.0,Financials
778,778,778.0,930.0,BYND,Beyond Meat Inc. Common Stock,954408911.0,Consumer Staples
779,779,779.0,931.0,BYRN,Byrna Technologies Inc. Common Stock,125448335.0,Industrials
780,780,780.0,932.0,BYSI,BeyondSpring Inc. Ordinary Shares,44758000.0,Healthcare
781,781,781.0,933.0,BYTS,BYTE Acquisition Corp. Class A Ordinary Shares,0.0,Financials
782,782,782.0,934.0,BYTSU,BYTE Acquisition Corp. Units,0.0,Financials
783,783,783.0,936.0,BZFD,BuzzFeed Inc. Class A Common Stock,80708890.0,Consumer Discretionary
784,784,784.0,938.0,BZH,Beazer Homes USA Inc. Common Stock,882732928.0,Consumer Discretionary
785,785,785.0,939.0,C,Citigroup Inc. Common Stock,88908156396.0,Financials
786,786,786.0,940.0,C-PJ,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,143895740416.0,Financials
787,787,787.0,941.0,C-PK,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,7836140598.904445,Financials
788,788,788.0,942.0,C-PN,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),7836140598.904446,Financials
789,789,789.0,943.0,CABA,Cabaletta Bio Inc. Common Stock,406370170.0,Healthcare
790,790,790.0,944.0,CABO,Cable One Inc. Common Stock,3640536463.0,Communication Services
791,791,791.0,945.0,CAC,Camden National Corporation Common Stock,436908552.0,Financials
792,792,792.0,946.0,CACC,Credit Acceptance Corporation Common Stock,6637492210.0,Financials
793,793,793.0,947.0,CACI,CACI International Inc. Class A Common Stock,7794314798.0,Information Technology
794,794,794.0,948.0,CADE,Cadence Bank Common Stock,2479336019.0,Financials
795,795,795.0,949.0,CADE-PA,Cadence Bank 5.50% Series A ,7836140598.904444,Financials
796,796,796.0,950.0,CADL,Candel Therapeutics Inc. Common Stock,34703772.0,Healthcare
797,797,797.0,951.0,CAF,Morgan Stanley China A Share Fund Inc. Common Stock,0.0,Financials
798,798,798.0,952.0,CAG,ConAgra Brands Inc. Common Stock,15695002689.0,Consumer Staples
799,799,799.0,953.0,CAH,Cardinal Health Inc. Common Stock,23853491052.0,Healthcare
800,800,800.0,954.0,CAKE,Cheesecake Factory Incorporated (The) Common Stock,1805999793.0,Consumer Discretionary
801,801,801.0,955.0,CAL,Caleres Inc. Common Stock,903546530.0,Consumer Discretionary
802,802,802.0,956.0,CALB,California BanCorp Common Stock,127460568.0,Financials
803,803,803.0,958.0,CALM,Cal-Maine Foods Inc. Common Stock,2149495763.0,Consumer Staples
804,804,804.0,959.0,CALX,Calix Inc Common Stock,3284381288.0,Consumer Discretionary
805,805,805.0,960.0,CAMP,CalAmp Corp. Common Stock,41167394.0,Information Technology
806,806,806.0,961.0,CANB,Can B Corp.,1602274.0,Healthcare
807,807,807.0,962.0,CANO,Cano Health Inc. Class A Common Stock,771942701.0,Healthcare
808,808,808.0,963.0,CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,713515460.0,Energy
809,809,809.0,964.0,CAPR,Capricor Therapeutics Inc. Common Stock,109418780.0,Healthcare
810,810,810.0,965.0,CAR,Avis Budget Group Inc. Common Stock,9391865180.0,Consumer Discretionary
811,811,811.0,966.0,CARA,Cara Therapeutics Inc. Common Stock,144135216.0,Healthcare
812,812,812.0,967.0,CARE,Carter Bankshares Inc. Common Stock,357713485.0,Financials
813,813,813.0,968.0,CARG,CarGurus Inc. Class A Common Stock ,2550794123.0,Information Technology
814,814,814.0,969.0,CARM,Carisma Therapeutics Inc. Common Stock,377588767.0,Healthcare
815,815,815.0,970.0,CARR,Carrier Global Corporation Common Stock ,42793801109.0,Industrials
816,816,816.0,971.0,CARS,Cars.com Inc. Common Stock ,1383139722.0,Consumer Discretionary
817,817,817.0,972.0,CARV,Carver Bancorp Inc. Common Stock,10946943.0,Financials
818,818,818.0,973.0,CASA,Casa Systems Inc. Common Stock,118477352.0,Information Technology
819,819,819.0,974.0,CASH,Pathward Financial Inc. Common Stock,1287780160.0,Financials
820,820,820.0,975.0,CASI,CASI Pharmaceuticals Inc. Ordinary Shares,36230400.0,Healthcare
821,821,821.0,976.0,CASS,Cass Information Systems Inc Common Stock,526576128.0,Consumer Discretionary
822,822,822.0,977.0,CASY,Casey's General Stores Inc. Common Stock,9030927867.0,Consumer Discretionary
823,823,823.0,978.0,CAT,Caterpillar Inc. Common Stock,128366070377.0,Industrials
824,824,824.0,979.0,CATC,Cambridge Bancorp Common Stock,431104855.0,Financials
825,825,825.0,980.0,CATO,Cato Corporation (The) Class A Common Stock,168811866.0,Consumer Discretionary
826,826,826.0,981.0,CATX,Perspective Therapeutics Inc. Common Stock,176482756.0,Healthcare
827,827,827.0,982.0,CATY,Cathay General Bancorp Common Stock,2405283613.0,Financials
828,828,828.0,983.0,CBAN,Colony Bankcorp Inc. Common Stock,165720964.0,Financials
829,829,829.0,984.0,CBAY,CymaBay Therapeutics Inc. Common Stock,1058993124.0,Healthcare
830,830,830.0,985.0,CBFV,CB Financial Services Inc. Common Stock,103835972.0,Financials
831,831,831.0,986.0,CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,156884298.0,Financials
832,832,832.0,987.0,CBIO,Catalyst Biosciences Inc. Common Stock,13408514.0,Healthcare
833,833,833.0,988.0,CBL,CBL & Associates Properties Inc. Common Stock,710790641.0,Real Estate
834,834,834.0,989.0,CBNK,Capital Bancorp Inc. Common Stock,252217701.0,Financials
835,835,835.0,990.0,CBRE,CBRE Group Inc Common Stock Class A,25904765715.0,Financials
836,836,836.0,992.0,CBRGU,Chain Bridge I Units,0.0,Financials
837,837,837.0,993.0,CBRL,Cracker Barrel Old Country Store Inc Common Stock,2092518727.0,Consumer Discretionary
838,838,838.0,994.0,CBSH,Commerce Bancshares Inc. Common Stock,6138609082.0,Financials
839,839,839.0,995.0,CBT,Cabot Corporation Common Stock,3793254702.0,Industrials
840,840,840.0,996.0,CBU,Community Bank System Inc. Common Stock,2387707250.0,Financials
841,841,841.0,997.0,CBUS,Cibus Inc. Class A Common Stock,395426109.0,Industrials
842,842,842.0,998.0,CBZ,CBIZ Inc. Common Stock,2701829400.0,Consumer Discretionary
843,843,843.0,999.0,CC,Chemours Company (The) Common Stock,5553072296.0,Industrials
844,844,844.0,1000.0,CCAI,Cascadia Acquisition Corp. Class A Common Stock,0.0,Financials
845,845,845.0,1001.0,CCAIU,Cascadia Acquisition Corp. Unit,0.0,Financials
846,846,846.0,1003.0,CCAP,Crescent Capital BDC Inc. Common stock,586313674.0,Financials
847,847,847.0,1004.0,CCB,Coastal Financial Corporation Common Stock,501574840.0,Financials
848,848,848.0,1005.0,CCBG,Capital City Bank Group Common Stock,526652883.0,Financials
849,849,849.0,1006.0,CCCC,C4 Therapeutics Inc. Common Stock,171723164.0,Healthcare
850,850,850.0,1007.0,CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,6741808909.0,Information Technology
851,851,851.0,1008.0,CCD,Calamos Dynamic Convertible & Income Fund Common Stock,0.0,Financials
852,852,852.0,1009.0,CCEL,Cryo-Cell International Inc. Common Stock,56215399.0,Healthcare
853,853,853.0,1010.0,CCF,Chase Corporation Common Stock,1116710230.0,Consumer Discretionary
854,854,854.0,1011.0,CCI,Crown Castle Inc. Common Stock,49937249389.0,Real Estate
855,855,855.0,1012.0,CCK,Crown Holdings Inc.,10337016468.0,Industrials
856,856,856.0,1013.0,CCL,Carnival Corporation Common Stock,21539072651.0,Consumer Discretionary
857,857,857.0,1014.0,CCLD,CareCloud Inc. Common Stock,44438933.0,Information Technology
858,858,858.0,1016.0,CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,422829429.0,Information Technology
859,859,859.0,1017.0,CCLP,CSI Compressco LP Common Units,161874332.0,Energy
860,860,860.0,1018.0,CCNE,CNB Financial Corporation Common Stock,371754819.0,Financials
861,861,861.0,1019.0,CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,451792684.0,Financials
862,862,862.0,1020.0,CCO,Clear Channel Outdoor Holdings Inc. Common Stock,738749870.0,Consumer Discretionary
863,863,863.0,1021.0,CCOI,Cogent Communications Holdings Inc.,3117349441.0,Consumer Discretionary
864,864,864.0,1022.0,CCRD,CoreCard Corporation Common Stock,197178425.0,Information Technology
865,865,865.0,1023.0,CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,1000371630.0,Consumer Discretionary
866,866,866.0,1024.0,CCS,Century Communities Inc. Common Stock,2346536154.0,Consumer Discretionary
867,867,867.0,1025.0,CCSI,Consensus Cloud Solutions Inc. Common Stock,603354996.0,Information Technology
868,868,868.0,1026.0,CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,0.0,Financials
869,869,869.0,1028.0,CCZ,Comcast Holdings ZONES,0.0,Communication Services
870,870,870.0,1029.0,CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,0.0,Financials
871,871,871.0,1030.0,CDAQU,Compass Digital Acquisition Corp. Unit,0.0,Financials
872,872,872.0,1032.0,CDAY,Ceridian HCM Holding Inc. Common Stock,10339006920.0,Information Technology
873,873,873.0,1033.0,CDE,Coeur Mining Inc. Common Stock,939160299.0,Materials
874,874,874.0,1036.0,CDLX,Cardlytics Inc. Common Stock,225828599.0,Consumer Discretionary
875,875,875.0,1037.0,CDMO,Avid Bioservices Inc. Common Stock,874823457.0,Healthcare
876,876,876.0,1038.0,CDNA,CareDx Inc. Common Stock,522330681.0,Healthcare
877,877,877.0,1039.0,CDNS,Cadence Design Systems Inc. Common Stock,63922583280.0,Information Technology
878,878,878.0,1040.0,CDR-PB,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,142301568.0,Real Estate
879,879,879.0,1041.0,CDR-PC,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,125463656.0,Real Estate
880,880,880.0,1042.0,CDRE,Cadre Holdings Inc. Common Stock,828020263.0,Healthcare
881,881,881.0,1043.0,CDTX,Cidara Therapeutics Inc. Common Stock,99927958.0,Healthcare
882,882,882.0,1044.0,CDW,CDW Corporation Common Stock,25256328098.0,Consumer Discretionary
883,883,883.0,1045.0,CDXC,ChromaDex Corporation Common Stock,122944445.0,Healthcare
884,884,884.0,1046.0,CDXS,Codexis Inc. Common Stock,168922324.0,Industrials
885,885,885.0,1047.0,CDZI,CADIZ Inc. Common Stock,230898179.0,Utilities
886,886,886.0,1048.0,CDZIP,Cadiz Inc. Depositary Shares,1073975969.0,Utilities
887,887,887.0,1049.0,CE,Celanese Corporation Celanese Corporation Common Stock,12716206760.0,Industrials
888,888,888.0,1050.0,CEAD,CEA Industries Inc. Common Stock,5814180.0,Industrials
889,889,889.0,1052.0,CECO,CECO Environmental Corp. Common Stock,451409066.0,Industrials
890,890,890.0,1053.0,CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,0.0,Financials
891,891,891.0,1055.0,CEI,Camber Energy Inc. Common Stock,15209183.0,Energy
892,892,892.0,1056.0,CELC,Celcuity Inc. Common Stock,153669806.0,Healthcare
893,893,893.0,1057.0,CELH,Celsius Holdings Inc. Common Stock,11481521334.0,Consumer Staples
894,894,894.0,1058.0,CELL,PhenomeX Inc. Common Stock,53497829.0,Healthcare
895,895,895.0,1059.0,CELU,Celularity Inc. Class A Common Stock,88459833.0,Healthcare
896,896,896.0,1061.0,CELZ,Creative Medical Technology Holdings Inc. Common Stock,6742500.0,Healthcare
897,897,897.0,1062.0,CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,0.0,Financials
898,898,898.0,1063.0,CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,0.0,Financials
899,899,899.0,1064.0,CENT,Central Garden & Pet Company Common Stock,2077253645.0,Consumer Discretionary
900,900,900.0,1065.0,CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,1959326333.0,Consumer Discretionary
901,901,901.0,1066.0,CENX,Century Aluminum Company Common Stock,813374246.0,Industrials
902,902,902.0,1067.0,CEQP,Crestwood Equity Partners LP,2917800797.0,Utilities
903,903,903.0,1068.0,CEQP-P,Crestwood Equity Partners LP Preferred Units representing limited partner interests,19280370693.93007,Utilities
904,904,904.0,1069.0,CERE,Cerevel Therapeutics Holdings Inc. Common Stock,4797521225.0,Healthcare
905,905,905.0,1070.0,CERS,Cerus Corporation Common Stock,393603774.0,Information Technology
906,906,906.0,1071.0,CERT,Certara Inc. Common Stock,3011229247.0,Information Technology
907,907,907.0,1072.0,CET,Central Securities Corporation Common Stock,8773413500.0,Financials
908,908,908.0,1073.0,CETX,Cemtrex Inc. Common Stock,7624465.0,Information Technology
909,909,909.0,1074.0,CETXP,Cemtrex Inc. Series 1 Preferred Stock,863756.0,Information Technology
910,910,910.0,1076.0,CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,70265414.0,Financials
911,911,911.0,1077.0,CEVA,CEVA Inc. Common Stock,585634810.0,Information Technology
912,912,912.0,1078.0,CF,CF Industries Holdings Inc. Common Stock,13663887303.0,Industrials
913,913,913.0,1079.0,CFB,CrossFirst Bankshares Inc. Common Stock,501072372.0,Financials
914,914,914.0,1080.0,CFBK,CF Bankshares Inc. Common Stock,101708905.0,Financials
915,915,915.0,1081.0,CFFE,CF Acquisition Corp. VIII Class A Common Stock,0.0,Consumer Discretionary
916,916,916.0,1083.0,CFFI,C&F Financial Corporation Common Stock,184983678.0,Financials
917,917,917.0,1084.0,CFFN,Capitol Federal Financial Inc. Common Stock,834652028.0,Financials
918,918,918.0,1087.0,CFG,Citizens Financial Group Inc. Common Stock,12922487129.0,Financials
919,919,919.0,1088.0,CFG-PD,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,13267605504.0,Financials
920,920,920.0,1089.0,CFG-PE,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,7836140598.904446,Financials
921,921,921.0,1090.0,CFIV,CF Acquisition Corp. IV Class A common stock,0.0,Financials
922,922,922.0,1091.0,CFIVU,CF Acquisition Corp. IV Unit,0.0,Financials
923,923,923.0,1092.0,CFLT,Confluent Inc. Class A Common Stock,10373504345.0,Information Technology
924,924,924.0,1093.0,CFMS,Conformis Inc. Common Stock,16416152.0,Healthcare
925,925,925.0,1094.0,CFR,Cullen/Frost Bankers Inc. Common Stock,7011719459.0,Financials
926,926,926.0,1095.0,CFR-PB,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,7836140598.904444,Financials
927,927,927.0,1096.0,CFRX,ContraFect Corporation Common Stock,5284685.0,Healthcare
928,928,928.0,1098.0,CG,The Carlyle Group Inc. Common Stock,11565950449.0,Financials
929,929,929.0,1099.0,CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,6666535622.0,Financials
930,930,930.0,1100.0,CGBD,Carlyle Secured Lending Inc. Common Stock,753796924.0,Financials
931,931,931.0,1101.0,CGEM,Cullinan Oncology Inc. Common Stock,392821942.0,Industrials
932,932,932.0,1102.0,CGNX,Cognex Corporation Common Stock,9632881902.0,Industrials
933,933,933.0,1103.0,CGO,Calamos Global Total Return Fund Common Stock,0.0,Financials
934,934,934.0,1104.0,CGRN,Capstone Green Energy Corporation Common Stock,22567843.0,Industrials
935,935,935.0,1105.0,CGTX,Cognition Therapeutics Inc. Common Stock,48600197.0,Healthcare
936,936,936.0,1106.0,CHCI,Comstock Holding Companies Inc. Class A Common Stock,41637115.0,Real Estate
937,937,937.0,1107.0,CHCO,City Holding Company Common Stock,1359000786.0,Financials
938,938,938.0,1108.0,CHCT,Community Healthcare Trust Incorporated Common Stock,915130946.0,Real Estate
939,939,939.0,1109.0,CHD,Church & Dwight Company Inc. Common Stock,24008673176.0,Consumer Discretionary
940,940,940.0,1110.0,CHDN,Churchill Downs Incorporated Common Stock,10021018355.0,Consumer Discretionary
941,941,941.0,1111.0,CHE,Chemed Corp,7950569287.0,Healthcare
942,942,942.0,1112.0,CHEF,The Chefs' Warehouse Inc. Common Stock,1453571897.0,Consumer Discretionary
943,943,943.0,1113.0,CHGG,Chegg Inc. Common Stock,1126311777.0,Consumer Discretionary
944,944,944.0,1114.0,CHH,Choice Hotels International Inc. Common Stock,6130710329.0,Consumer Discretionary
945,945,945.0,1115.0,CHI,Calamos Convertible Opportunities and Income Fund Common Stock,0.0,Financials
946,946,946.0,1116.0,CHK,Chesapeake Energy Corporation Common Stock,11089714504.0,Energy
947,947,947.0,1117.0,CHKEL,Chesapeake Energy Corporation Class C Warrants,6400185885.0,Energy
948,948,948.0,1118.0,CHMG,Chemung Financial Corp Common Stock,177111341.0,Financials
949,949,949.0,1119.0,CHN,China Fund Inc. (The) Common Stock,0.0,Financials
950,950,950.0,1120.0,CHPT,ChargePoint Holdings Inc. Common Stock,3186880437.0,Consumer Discretionary
951,951,951.0,1121.0,CHRD,Chord Energy Corporation Common Stock,6495915431.0,Energy
952,952,952.0,1122.0,CHRS,Coherus BioSciences Inc. Common Stock,418879396.0,Healthcare
953,953,953.0,1123.0,CHRW,C.H. Robinson Worldwide Inc. Common Stock,11204909766.0,Consumer Discretionary
954,954,954.0,1124.0,CHS,Chico's FAS Inc. Common Stock,700277637.0,Consumer Discretionary
955,955,955.0,1125.0,CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,540684000.0,Industrials
956,956,956.0,1126.0,CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,474430000.0,Industrials
957,957,957.0,1127.0,CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,426216000.0,Industrials
958,958,958.0,1128.0,CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,293845783.0,Industrials
959,959,959.0,1129.0,CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,364723840.0,Industrials
960,960,960.0,1130.0,CHTR,Charter Communications Inc. Class A Common Stock New,56095296557.0,Communication Services
961,961,961.0,1131.0,CHUY,Chuy's Holdings Inc. Common Stock,732467311.0,Consumer Discretionary
962,962,962.0,1132.0,CHW,Calamos Global Dynamic Income Fund Common Stock,0.0,Financials
963,963,963.0,1133.0,CHWY,Chewy Inc. Class A Common Stock,15598210843.0,Consumer Discretionary
964,964,964.0,1134.0,CHX,ChampionX Corporation Common Stock ,6582628750.0,Industrials
965,965,965.0,1135.0,CHY,Calamos Convertible and High Income Fund Common Stock,0.0,Financials
966,966,966.0,1136.0,CI,The Cigna Group Common Stock,82353076777.0,Healthcare
967,967,967.0,1137.0,CIA,Citizens Inc. Class A Common Stock ($1.00 Par),129627927.0,Financials
968,968,968.0,1138.0,CIEN,Ciena Corporation Common Stock,6455349850.0,Utilities
969,969,969.0,1139.0,CIF,MFS Intermediate High Income Fund Common Stock,0.0,Financials
970,970,970.0,1140.0,CIFR,Cipher Mining Inc. Common Stock,1075273920.0,Financials
971,971,971.0,1142.0,CII,Blackrock Capital and Income Fund Inc.,820857079.0,Financials
972,972,972.0,1143.0,CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,0.0,Financials
973,973,973.0,1144.0,CIM,Chimera Investment Corporation Common Stock,1295096595.0,Real Estate
974,974,974.0,1145.0,CIM-PA,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,2768305408.0,Real Estate
975,975,975.0,1146.0,CIM-PB,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,3002558464.0,Real Estate
976,976,976.0,1147.0,CIM-PC,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,2848804096.0,Real Estate
977,977,977.0,1148.0,CIM-PD,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,2962776576.0,Real Estate
978,978,978.0,1149.0,CINF,Cincinnati Financial Corporation Common Stock,15312517759.0,Financials
979,979,979.0,1150.0,CING,Cingulate Inc. Common Stock,10826331.0,Healthcare
980,980,980.0,1152.0,CION,CION Investment Corporation Common Stock,586914694.0,Financials
981,981,981.0,1153.0,CIR,CIRCOR International Inc. Common Stock,1141864920.0,Industrials
982,982,982.0,1157.0,CIVB,Civista Bancshares Inc. Common Stock,266486129.0,Financials
983,983,983.0,1158.0,CIVI,Civitas Resources Inc. Common Stock,5636210430.0,Energy
984,984,984.0,1159.0,CIX,CompX International Inc. Common Stock,270388239.0,Consumer Discretionary
985,985,985.0,1160.0,CIZN,Citizens Holding Company Common Stock,66610955.0,Financials
986,986,986.0,1161.0,CKPT,Checkpoint Therapeutics Inc. Common Stock,40829718.0,Healthcare
987,987,987.0,1162.0,CKX,CKX Lands Inc. Common Stock,19842991.0,Energy
988,988,988.0,1163.0,CL,Colgate-Palmolive Company Common Stock,62955930622.0,Consumer Discretionary
989,989,989.0,1164.0,CLAR,Clarus Corporation Common Stock,322439918.0,Consumer Discretionary
990,990,990.0,1165.0,CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,0.0,Financials
991,991,991.0,1166.0,CLAYU,Chavant Capital Acquisition Corp. Unit,0.0,Financials
992,992,992.0,1168.0,CLBK,Columbia Financial Inc. Common Stock,1877062322.0,Financials
993,993,993.0,1169.0,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,474878327.0,Real Estate
994,994,994.0,1170.0,CLDT-PA,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,5918205737.28169,Real Estate
995,995,995.0,1171.0,CLDX,Celldex Therapeutics Inc.,1744561155.0,Healthcare
996,996,996.0,1172.0,CLF,Cleveland-Cliffs Inc. Common Stock,8467902229.0,Materials
997,997,997.0,1173.0,CLFD,Clearfield Inc. Common Stock,712045283.0,Utilities
998,998,998.0,1174.0,CLH,Clean Harbors Inc. Common Stock,9298875276.0,Industrials
999,999,999.0,1177.0,CLIR,ClearSign Technologies Corporation Common Stock (DE),52807412.0,Industrials
1000,1000,1000.0,1178.0,CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,0.0,Financials
1001,1001,1001.0,1179.0,CLMB,Climb Global Solutions Inc. Common Stock,223108760.0,Information Technology
1002,1002,1002.0,1180.0,CLMT,Calumet Specialty Products Partners L.P. Common Units,1282530522.0,Energy
1003,1003,1003.0,1181.0,CLNE,Clean Energy Fuels Corp. Common Stock,1118997056.0,Utilities
1004,1004,1004.0,1182.0,CLNN,Clene Inc. Common Stock,63107061.0,Healthcare
1005,1005,1005.0,1184.0,CLOE,Clover Leaf Capital Corp. Class A Common Stock,67542062.0,Financials
1006,1006,1006.0,1186.0,CLOV,Clover Health Investments Corp. Class A Common Stock,431782596.0,Healthcare
1007,1007,1007.0,1187.0,CLPR,Clipper Realty Inc. Common Stock,94933677.0,Real Estate
1008,1008,1008.0,1188.0,CLPT,ClearPoint Neuro Inc. Common Stock,162980324.0,Healthcare
1009,1009,1009.0,1189.0,CLRB,Cellectar Biosciences Inc.  Common Stock,17484210.0,Healthcare
1010,1010,1010.0,1190.0,CLRO,ClearOne Inc. (DE) Common Stock,18019528.0,Information Technology
1011,1011,1011.0,1191.0,CLSD,Clearside Biomedical Inc. Common Stock,65366098.0,Healthcare
1012,1012,1012.0,1192.0,CLSK,CleanSpark Inc. Common Stock,713309811.0,Financials
1013,1013,1013.0,1193.0,CLST,Catalyst Bancorp Inc. Common Stock,57129666.0,Financials
1014,1014,1014.0,1194.0,CLW,Clearwater Paper Corporation Common Stock,550963858.0,Materials
1015,1015,1015.0,1195.0,CLX,Clorox Company (The) Common Stock,19340900330.0,Consumer Discretionary
1016,1016,1016.0,1196.0,CMA,Comerica Incorporated Common Stock,5918560252.0,Financials
1017,1017,1017.0,1197.0,CMAX,CareMax Inc. Class A Common Stock,301825128.0,Information Technology
1018,1018,1018.0,1199.0,CMC,Commercial Metals Company Common Stock,6296609175.0,Industrials
1019,1019,1019.0,1201.0,CMCO,Columbus McKinnon Corporation Common Stock,1180056923.0,Industrials
1020,1020,1020.0,1202.0,CMCSA,Comcast Corporation Class A Common Stock,174465426188.0,Communication Services
1021,1021,1021.0,1203.0,CMCT,Creative Media & Community Trust Corporation Common stock,108232180.0,Real Estate
1022,1022,1022.0,1204.0,CME,CME Group Inc. Class A Common Stock,65216810489.0,Financials
1023,1023,1023.0,1205.0,CMG,Chipotle Mexican Grill Inc. Common Stock,57748018206.0,Consumer Discretionary
1024,1024,1024.0,1206.0,CMI,Cummins Inc. Common Stock,35816546970.0,Industrials
1025,1025,1025.0,1207.0,CMLS,Cumulus Media Inc. Class A Common Stock,83381990.0,Consumer Discretionary
1026,1026,1026.0,1208.0,CMP,Compass Minerals Intl Inc Common Stock,1356775532.0,Materials
1027,1027,1027.0,1209.0,CMPO,CompoSecure Inc. Class A Common Stock,548742362.0,Financials
1028,1028,1028.0,1211.0,CMPX,Compass Therapeutics Inc. Common Stock,375727195.0,Healthcare
1029,1029,1029.0,1212.0,CMRA,Comera Life Sciences Holdings Inc. Common Stock,12825454.0,Healthcare
1030,1030,1030.0,1214.0,CMRX,Chimerix Inc. Common Stock,108957787.0,Healthcare
1031,1031,1031.0,1215.0,CMS,CMS Energy Corporation Common Stock,17163962956.0,Utilities
1032,1032,1032.0,1216.0,CMS-PB,CMS Energy Corporation Preferred Stock,7653892608.0,Utilities
1033,1033,1033.0,1217.0,CMS-PC,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,19280370693.93007,Utilities
1034,1034,1034.0,1218.0,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,8999623800.0,Utilities
1035,1035,1035.0,1219.0,CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,8928495325.0,Utilities
1036,1036,1036.0,1220.0,CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,9052034254.0,Utilities
1037,1037,1037.0,1221.0,CMT,Core Molding Technologies Inc Common Stock,212311722.0,Consumer Discretionary
1038,1038,1038.0,1222.0,CMTG,Claros Mortgage Trust Inc. Common Stock,1581639326.0,Real Estate
1039,1039,1039.0,1223.0,CMTL,Comtech Telecommunications Corp. Common Stock,247889560.0,Information Technology
1040,1040,1040.0,1224.0,CMU,MFS Municipal Income Trust Common Stock,91207511.0,Financials
1041,1041,1041.0,1225.0,CNA,CNA Financial Corporation Common Stock,10365593946.0,Financials
1042,1042,1042.0,1226.0,CNC,Centene Corporation Common Stock,36937658756.0,Healthcare
1043,1043,1043.0,1227.0,CNDT,Conduent Incorporated Common Stock ,773288592.0,Consumer Discretionary
1044,1044,1044.0,1228.0,CNFR,Conifer Holdings Inc. Common Stock,18934566.0,Financials
1045,1045,1045.0,1229.0,CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,275467395.0,Financials
1046,1046,1046.0,1231.0,CNGLU,Canna-Global Acquisition Corp Unit,0.0,Financials
